aid,sub,本科学校档次,本科专业,本科成绩和算法、排名,其他说明,研究生专业,研究生成绩和算法、排名,研究生学校档次,IELTS_Overall,IELTS_R,IELTS_L,IELTS_S,IELTS_W,TOEFL_Overall,TOEFL_R,TOEFL_L,TOEFL_S,TOEFL_W,GRE_Overall,GRE_V,GRE_Q,GRE_AW,GMAT_Overall,GMAT_Q,GMAT_V,LSAT
1893847,,211 & 985,E-Commerce,加权平均85.82,个 互联网 实习 个 数模 二等 个 科研 经历 几个 校级 小 奖   交换 经历,,,,6.5,8.5,6,5.5,6,,,,,,,,,,,,,
1893802,,双非,学校,3.54,无 获奖 内所 实习 两个 推荐信 本科 导师 一封 律所 合伙人 两封,,,,,,,,,108,27,29,24,28,,,,,,,,
1893751,,华中科技大学,电信,3.58/4.0  3.86/4.0（Major GPA）,本科生   八月 就 开始 陶瓷 了 这 说明 陶瓷 很 重要 啊 有 木有 科研 有 两篇 国际 会议 一个 一作 一个 三作 第三篇 还 在 审 十月 左右 和 套 磁 的 导师 就面 了 下 之后 他 貌似 就 把 我 推 院里 了 在 之后 就是 漫长 的 等待 了 昨天 研 学院 的 提前 就 到 了 估计 是 陶瓷 的 老师 催得 紧太 了 有 木有,,,,,,,,,96,28,25,22,21,322,155,167,3.5,,,,
1893831,,中山大学,法学,3.3/5,,Child and Adolescent Development,3.7/4,Hong Kong Baptist University,7,7,7.5,6.5,6.5,,,,,,,,,,,,,
1893996,,,,,                               ,Finance,,,,,,,,,,,,,,,,,,,,
1894035,,211,英语语言文学,86.5%,大三 兰 卡斯特 大学 交换 一年 主修 语言学 兰卡 一 年均 分 差分 -,,,,7.5,8.5,8,6.5,6.5,,,,,,,,,,,,,
1894177,,双非,对外汉语,3.2 82加权平均分,推荐信 一封 是 香港浸会大学 的 老师 写得   另一封 是 学院 副 院长   平时 实习 很多   各种 助教 机会 还有 在 学校 教务处 实习 等,,,,6,6,6.5,5.5,6,,,,,,,,,,,,,
1894054,,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,HRM,3.5,,,,,7,8,7,6,6,,,,,,,,,,,,,
1893876,,211,景观学,3.7/4， rank 1,,,,,6.5,7.5,7,6,6,,,,,,,,,,,,,
1894263,,211,通信工程,85,,,,,6.5,6.5,7.5,6,5.5,,,,,,,,,,,,,
1894503,,211 & 985,控制,88,无无牛 推,,,,,,,,,102,29,23,24,26,,,,,,,,
1894500,,双非,英语,GPA 3.62/4.0,大学 若干 奖学金 和 荣誉称号 年 政府 工作 经验,,,,8,9,9,6.5,6.5,,,,,,,,,,,,,
1894443,,211,财政学,,,,,,7,8,8,6,6.5,,,,,,,,,,700,51,32,
1894565,,双非,,,,,,,,,,,,104,30,24,23,27,,,,,,,,
1894566,,,建筑学,3.53/4,国内 论文 发表 篇 校内 竞赛 市级 摄影 竞赛 校级 奖学金 若干 校内 社团 社长 等等,,,,6,6.5,6.5,6,5.5,,,,,,,,,,,,,
1894594,,211,法学,3.19,国家 奖学金 创业 过,,,,,,,,,,,,,,,,,,,,,
1894702,,211,Social Work,,,,,,,,,,,,,,,,,,,,,,,
1898780,,211 & 985,econ,88,,,,,6.5,8,7,5.5,6,,,,,,,,,,,,,
1898639,,双非,法学,3.55,,,,,6.5,7.0,6.5,6.0,5.5,,,,,,,,,,,,,
1898560,,双非,自动化,82.5 23/174,有 专业 相关 实习 经验 和 省级 比赛 证书 找 的 正副 院长 写 的 推荐信,,,,6,5.5,6.5,6,5.5,,,,,,,,,,,,,
1899126,,211 & 985,,3.6,,,,,7,7.5,7.5,6,6,,,,,,,,,,,,,
1899194,,双非,建筑学,3.6/5.0,,,,,6.5,8.5,6.0,6.0,6.5,,,,,,,,,,,,,
1899181,,211,法学,3.63/4.00,论文 两篇 校 奖学金 若干 校内 活动 只有 法援 实习 是 两个 小所 + 一个 高院 推荐信 是 两个 教授 + 律所 合伙人,,,,,,,,,102,29,29,20,24,,,,,,,,
1898907,,,hrm,86,一等 奖学金 一个 校级 大创 两个 无 人力 实习 一个 社团活动 若干 暑期 交流 一个,,,,7,8.5,8.5,5.5,6,,,,,,,,,,,,,
1898792,,211,英语,3.37/4.0,,,,,7,7.5,7.5,6,6.5,,,,,,,,,,,,,
1899177,,211,Social Work,,,,,,,,,,,,,,,,,,,,,,,
1899206,,211,,,,,,,,,,,,101,29,28,19,25,,,,,,,,
1899252,,南京大学,建筑学,GPA 4.2/5; 排名16/34,,,,,7.5,9,7.5,6.5,6.5,,,,,,,,,,,,,
1899241,,211 & 985,法学,3.62/4.00      17/134,,,,,,,,,,103,26,26,23,28,,,,,,,,
1899226,,双非,海商法,LSAC:S，3.82/4,,,,,7.5,8,9,7.5,6,100,27,27,22,24,,,,,,,,
1899288,,双非,物流管理,3.6 第一,,,,,6.5,8.0,6.5,6.0,6.0,,,,,,,,,,,,,
1899467,,,Business and Finance,荣誉学士 upper second class honour,,,,,,,,,,,,,,,,,,,,,,
1899370,,211,,,数模 一奖 某 大型 外企 研发 中心 相关 实习 实验室 份 研究 助理 几篇 水,,,,,,,,,,,,,,,,,,,,,
1899434,,211 & 985,城市规划,85.3,,,,,7.0,7.5,8.5,6.0,6.0,,,,,,,,,,,,,
1899369,,SEU,电子科学与技术,3.46/4,南京 日本早稻田大学 学术会议 论文 江苏 省级 项目 二等奖 校级 竞赛 小 奖 两个 深圳 三家 企业 实习 经历 拒绝 了 自己 本科 学校 的 研究生 说 起来 蛮 愧疚 的 我 深爱 我 的 母校,,,,,,,,,,,,,,,,,,,,,
1899284,,双非,物流管理,3.6 第一,,,,,6.5,8.0,6.5,6.0,6.0,,,,,,,,,,,,,
1899715,,211 & 985,法学,3.9/5.0,事迹 平平 两年 三等 奖学金 院 学生会 两年 中院 实习 一个 法律 诊所 勤工俭学 两年 台湾 交换 半年 无 论文 无司 考无 竞赛,,,,7.5,7.5,8.5,7.0,7.0,,,,,,,,,,,,,
1899693,,211 & 985,计算机科学与技术,90.38/100,一篇   几个 国家级 奖   省奖 木有   校奖 也 不 多,,,,,,,,,,,,,,,,,,,,,
1899579,,,金融双学位,GPA 3.66,去过       两个 小 实习 拿过 奖学金,,,,7.5,8.5,9,6.5,6,,,,,,,,,,710,50,36,
1899587,,211,数学与应用数学,83（算数）,,,,,,,,,,,,,,,,,,,,,,
1899692,,211 & 985,E-Commerce,加权平均85.33,个 互联网 实习 个 数模 二等 几个 校级 小 奖   交换 经历,,,,6.5,8.5,6,5.5,5.5,,,,,,,,,,,,,
1899576,,211,商务英语,3.4,教育 方面 经历 还 算 比较 多 月底 就让 答复 了 其他 学校 铁定 还 出不来 呀 可以 拖延 吗 求解,,,,,,,,,105,28,29,23,25,,,,,,,,
1899802,,双非,资源环境与城乡规划管理,3.8 排名第三,,,,,6.5,6.5,7,5.5,6,,,,,,,,,,,,,
1899803,,双非,英语,,,,,,,,,,,,,,,,,,,,,,,
1900009,,双非,法学,Top1%,六年 律师 工作 经验 截止 到   内所外 所 都 有 内外 所 合伙人 各 一封 推荐信 本科 老师 一封 发文 一篇,,,,,,,,,,,,,,,,,,,,,
1899804,,,BA English (Linguistics),66%,,,,,,,,,,,,,,,,,,,,,,
1899931,,双非,新闻学,85,,,,,,,,,,,,,,,,,,,,,,
1899987,,211,电气工程,79,,,,,7,7.5,8,6,6,,,,,,,,,,,,,
1899923,,双非,生物工程,85/100,本科 双非 研究生 法硕 非法 本 外资 所 工作 两年 多 无 论文 推荐信 导师 教授 副 院长 律所 上司 以及 美国 合伙人 我 个人 背景 情况 和 推荐人 情况 可以 见 我 的 经验 贴,法律硕士,88/100；7/51,华东政法大学,,,,,,105,28,27,26,24,,,,,,,,
1899914,,双非,法学,top 6%,内所 实习 模拟 法庭 公派 交流 一篇 很水 的 论文,,,,,,,,,108,30,28,23,27,,,,,,,,
1900054,,211,英专,3.35/4.0 （大三出去访学所以绩点很低）,,,,,,,,,,,,,,,,,,,,,,
1900220,,211,景观学,3.7/4， rank 1,,,,,6.5,7.5,7,6,6,,,,,,,,,,,,,
1900069,,211 & 985,法学,"3.7/5, LSAC评级S,专业课不高从没拿过奖学金orz",无 论文 推荐信 一封 学院 院长 一封 合伙人 去 交换 过 一个 学期 三门 课 成绩 也 并 不好 实习 在 中级法院 和 准备 下周 的 贸仲 杯中 有过 法律 诊所 经验 无 奖学金 专业课 不高,,,,,,,,,112,29,27,27,29,,,,,,,,
1902021,,211,汉语言文学（师范）辅修英语,3.38/5.0,有 海外 支教 经历 三下乡 支教 经历 科研 立项 社会 语言学 项目 一个 瑞士 交换 经历 调研 比赛 奖项 若干,,,,6.5,7,7,6,6.5,,,,,,,,,,,,,
1908805,,211 & 985,自动化,3.50  17/245,科研活动 方面 还是 比较 积极 的 参加 过 电子设计 竞赛 和 国际 数学 建模 竞赛 也 都 得 过奖 有过 - 论文 但是 期刊论文 都 是 中文 的 没有 伤心 大四 的 时候 在 丹佛 大学 做过 交换 生 跟 导师 关系 很 好 而且 被 的 好 地理位置 和 优美环境 吸引,控制理论与控制工程,3.50  10/145,211 & 985,,,,,,101,24,30,22,25,326,158,168,3,,,,
1900072,,211 & 985,法学,"3.7/5, LSAC评级S",无 论文 推荐信 一封 学院 院长 一封 合伙人 去 交换 过 一个 学期 实习 在 中级法院 和 准备 下周 的 贸仲 杯中 有过 法律 诊所 经验 无 学校 奖学金 专业课 绩点 不高 ____________________________________ 更新,,,,,,,,,112,29,27,27,29,,,,,,,,
1900249,,211 & 985,,,,,,,,,,,,,,,,,,,,,,,,
1900306,,华南农业大学,经济,87/100,,,,,6.5,7,7,5.5,5.5,,,,,,,,,,,,,
1908914,,双非,law,91/100，S,四 推荐 俩 院长 一 实习 一 工作 无 国外 交流 双学位 司考 辩论 国奖 学生会 水 活动 论文 篇 教授 一个,,,,,,,,,105,23,28,24,30,,,,,,,,
1908959,,双非,对外汉语,3.2 82加权平均分,推荐信 一封 是 香港浸会大学 的 老师 写得   另一封 是 学院 副 院长   平时 实习 很多   各种 助教 机会 还有 在 学校 教务处 实习 等,,,,6,6,6.5,5.5,6,,,,,,,,,,,,,
1908986,,211,应用心理学,87.79/100 GPA3.51,个人 背景 大二 开始 运营 电影 平台 写 在 里 没有 写   写 了 几十篇 影评                                   两个 经历   人权 方向 实习 和 志愿 不过 没有 写 在 里                                 发表 影评 两篇 报纸 和 网络 上 的 专栏 有 稿费                                 电影 公司 实习 半年 左右 一个月 全职 剩下 兼职 写 在                                 大二 拍过 微 电影 没有 写                                 市级 英语口语 比赛 奖   校级 征文 大赛 特等奖   优秀学生 奖学金 神马 的   优秀 志愿者   优秀学生 干部   后 两个 未 体现 课程 我们 学过 东方 哲学 和 西方哲学 选修 过 大学 影视 其它 就是 专业课 可能 他们 认为 无 相关 罢,,,,7,7.5,8.5,6.5,6.0,,,,,,,,,,,,,
1908888,,211 & 985,人力资源管理,3.76/4(均分90)，4th,暑期 学校 咨询 公司 相关 实习 竞赛 获奖 年 校级 奖学金,,,,7,7.5,8.5,6.5,5.5,,,,,,,,,,710,50,35,
1908990,,,,84,,,,,,,,,,,,,,,,,,,,,,
1909106,,双非,法学,84,,,,,,,,,,97,27,26,20,21,,,,,,,,
1909041,,双非,,3.59/4.00,,,,,,,,,,,,,,,,,,,,,,
1909099,,211 & 985,法学,3.8,成绩 算 年级 中 上 法院 律所 两份 实习 过司 考 一次 科研项目 经历,,,,7,7.5,"7,5",6,6.5,,,,,,,,,,,,,
1909108,,211 & 985,Environmental Science,"87.4,6/50",,,,,6.5,9.0,6.5,5.5,5.5,,,,,,,,,,,,,
1909043,,211 & 985,information engineering,84.34/100,无 无 竞赛 无 牛腿 水过 实习 水过 实验室,,,,6.5,7,7,6,6.5,,,,,,,,,,,,,
1909131,,211,英语语言文学,86.5%,大三 兰 卡斯特 大学 交换 一年 主修 语言学 兰卡 一 年均 分 差分 -,,,,7.5,8.5,8,6.5,6.5,,,,,,,,,,,,,
1909203,,211 & 985,金融,,,,,,7.0,7.5,8.0,6.0,6.5,,,,,,,,,,700,51,31,
1909236,,双非,,,非 的 小本 平均分 年 + 工作 经验 大 数据 和 云 计算 方面,,,,,,,,,,,,,,,,,,,,,
1909116,,东京大学,Economics,3.4/4,,,,,,,,,,108,29,26,26,27,,,,,710,50,35,
1909241,,211,汉语言文学（师范）辅修英语,3.38/5.0,有 海外 支教 经历 三下乡 支教 经历 科研 立项 社会 语言学 项目 一个 瑞士 交换 经历 调研 比赛 奖项 若干,,,,6.5,7,7,6,6.5,,,,,,,,,,,,,
1909292,,211 & 985,法学（民商方向）,3.52/4.00,,,,,,,,,,101,26,28,22,25,,,,,,,,
1909302,,华南农业大学,经济,87/100,,,,,6.5,7,7,5.5,5.5,,,,,,,,,,,,,
1909333,,双非,国贸,82.47,工作 两年 无 其他 亮点 可言 了 ～,,,,7,8,7.5,6,5.5,,,,,,,,,,720,37,50,
1909276,,双非,工商管理,3.5/4,,,,,7.5,8.5,8.0,6.0,6.5,,,,,,,,,,720,49,38,
1909281,,双非,海商法,LSAC:S，3.82/4,,,,,7.5,8,9,7.5,6,100,27,27,22,24,,,,,,,,
1909313,,211,新闻学,88,个 有点 乱 的 实习 经历 新华社 电视台 环保 和 一个 智库,,,,7,8,7,6,6,,,,,,,,,,,,,
1909397,,211,,,,,,,,,,,,,,,,,,,,,,,,
1909327,,北京师范大学,统计学/数学与应用数学,90,数学 建模 竞赛 美赛 一奖次 国赛 一奖次 十佳 大学生   校友 奖学金   都 是 前 的 奖学金   还有 奖学金 若干 实习   咨询 公司 个 拿 了 个 年度 优秀员工   国家级 蓝皮书 署名     次 实践   拿 了 国家级 奖等个 奖项 项 科研   院 会 主席   院团委 副 书记   数学 刊物 主编   班长   社团 社长   创办 了 一个 公司 和 一个 社团   挑战杯 创业 比赛 商赛 成绩 还 可以 统计师 双证 齐全   证券 从业   会计 从业   准 精算师 … … 还有 杂七杂八 的 东西 … … 大约 这样,,,,7,8.5,7.5,5.5,7,,,,,,,,,,690,51,32,
1909326,,双非,,,,,,,,,,,,,,,,,,,,,,,,
1909329,,双非,金融,算术平均76,,,,,,,,,,,,,,,,,,,,,,
1909419,,双非,英语,86.1 100分制,,,,,7,7,8,6,6,,,,,,,,,,,,,
1909414,,双非,机械,79%,一些 软件 的 水 项目 和 一个 软件 公司 的 实习 一次 奖学金 两个 专利,,,,6.6,6.5,6.5,6,6,,,,,,,,,,,,,
1909402,,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,计算机,3.6/4.0,,,,,,,,,,,,,,,,,,,,,,
1909401,,北京第二外国语学院,翻译,,,,,,,,,,,,,,,,,,,,,,,
1909358,,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,英语,GPA 3.24,英语专业 嘛 本科 期间 没有 什么 学术 可言 成绩 也 一般 还好 学校 背景 还 挺 好 的 只 在 里 有 提到 我 参加 了 学校 的 辩论 队 毕业 后 至今 年 多 一直 在 国内 某 知名 房企 工作 从 住宅 到 商业 都 有 涉及 跟 报 的 专业 契合 度 比较 高 所以 这 可能 是 最大 的 加 分项 吧,,,,7.5,9,9,6.5,6,,,,,,,,,,,,,
1909580,,211 & 985,人力资源管理,3.76/4(均分90)，4th,暑期 学校 咨询 公司 相关 实习 竞赛 获奖 年 校级 奖学金,,,,7,7.5,8.5,6.5,5.5,,,,,,,,,,710,50,35,
1909622,,211,国际商务，金融二学位,3.27 84.4%,,,,,6.5,7.5,6.5,6,5.5,,,,,,,,,,,,,
1909645,,,经济,3.81/5,有 两个 文化 类 实习,,,,6.5,7,7,5.5,6,,,,,,,,,,,,,
1909499,,211,应用心理学,87.79/100 GPA3.51,个人 背景 大二 开始 运营 电影 平台 写 在 里 没有 写   写 了 几十篇 影评                                   两个 经历   人权 方向 实习 和 志愿 不过 没有 写 在 里                                 发表 影评 两篇 报纸 和 网络 上 的 专栏 有 稿费                                 电影 公司 实习 半年 左右 一个月 全职 剩下 兼职 写 在                                 大二 拍过 微 电影 没有 写                                 市级 英语口语 比赛 奖   校级 征文 大赛 特等奖   优秀学生 奖学金 神马 的   优秀 志愿者   优秀学生 干部   后 两个 未 体现 课程 我们 学过 东方 哲学 和 西方哲学 选修 过 大学 影视 其它 就是 专业课,,,,7,7.5,8.5,6.5,6.0,,,,,,,,,,,,,
1909617,,211,金融,3.9/5,大 挑国赛 一等奖 奖学金 若干 两个 实习,,,,7.5,8,9,7,6,,,,,,,,,,740,51,39,
1909710,,双非,汉语言文学,89.5    2/271,排名 省级 优秀 毕业生 两个 省级 学科 竞赛 校内 各种 奖学金 一些 学生 工作 师范类 学校 三个 教育 实习,,,,7,8,8,6,6,,,,,,,,,,,,,
1909430,,CUPL,法学,3.75/6.50  84/100,楼主 过司 考 但 申 的 时候 司考 成绩 还 没 出来 所以 也 就 没有 提交 本科 社团活动 若干 基层 法院 实习 高院 实习 学校 诊所 实习 各 一份 无 论文 无 竞赛,,,,6.5,6.0,7.5,6.0,6.0,,,,,,,,,,,,,
1909449,,211,信息安全,87+,,,,,7,7.5,7.5,6.5,6,,,,,,,,,,,,,
1909691,,211,新闻学,88%,,,,,7,7.5,8.5,6,6,,,,,,,,,,,,,
1909711,,,,,,新闻,3.75,211 & 985,7.5,8,9,6.5,7,,,,,,,,,,,,,
1909718,,双非,信息管理与信息系统,3.60,,,,,,,,,,,,,,,,,,,,,,
1909713,,双非,汉语言文学,89.5,排名 省级 优秀 毕业生 两个 省级 学科 竞赛 校内 各种 奖学金 一些 学生 工作 师范类 学校 三个 教育 实习,,,,7,8,8,6,6,,,,,,,,,,,,,
1909724,,211,汉语言文学（中文基地）,85.38/100,在 中文 全国 核心 期刊 发表 过 一篇 论文 有 一个 编辑 实习 比较 水 还有 好几个 志愿 老师 经历 一二三 等 奖学金 都 拿 过 还有 两个 别的 奖学金 课外 实践 经历 还 算 丰富 吧 在 社团 和校 组织 都 混过 …,,,,,,,,,,,,,,,,,,,,,
1909734,,211 & 985,材料科学与工程,3.51,,,,,,,,,,103,28,26,26,23,324,156,168,3.0,,,,
1909798,,清华/北大/中科大,新闻,3.62,,,,,,,,,,101,29,26,24,22,,,,,,,,
1909777,,211 & 985,Industrial Engineering,84.5/100,校级 奖学金 竞赛 小 奖 京东 实习 一个月 无 个人经历 不算 丰富,,,,6.5,7.0,7.5,5.5,6.5,,,,,,,,,,660,50,28,
1909784,,211 & 985,电子信息工程,80,大三 台湾 交换 半年 给 分 很 高 均分 一起 算 的话 差不多 的 样子,,,,6.5,6.5,7.5,6,6.5,,,,,,,,,,,,,
1909747,,211,广播电视新闻学,3.46/5,无 论文 院长 + 系主任 推荐信 在 学校 经历 比较 丰富 在 学生会 电台 和 社团 都 工作 了 三年 央视 实习 两三个 月 在 一些 广告 类 和 体育类 的 国家级 比赛 中获 过奖,,,,7,8.5,7.5,6,6.5,,,,,,,,,,,,,
1909745,,211 & 985,传播学,86.72/100,四段 实习   个 月 卡塔尔 半岛 电视台 驻京 分社 个 月 央视 财经频道 个 月 南风窗 图政 数据 工作室 个 月 发表 多篇 稿件 分别 在 网易 南风窗 杂志 腾讯   报纸 和 网站 上 科研 方面 国创 本基 科研项目 论文 若干篇 其中 一篇 中文 核心 小 奖 若干 专业 二等 奖学金 校 社会工作 单项奖 学术论文 三等奖 两年 校媒 实习 经历 曾任 执行 主编 发表 多篇 稿件,,,,7,8.5,6.5,6,6,,,,,,,,,,,,,
1909753,,211 & 985,金融学,3.71/5,,,,,6.5,6.5,6,5.5,7,,,,,,,,,,650,51,26,
1909861,,211 & 985,金融学,89.3/100,国内,,,,7,8.5,6.5,5.5,6.5,,,,,,,,,,740,51,38,
1909805,,211,英语（影视译制）,3.68/4,北京 传媒 院校 社团 宣传部 一年 韩国 交换 半年 挂 在 传播 与 媒体 学院 一些 文化交流 类 志愿 韩综 翻译 什么 鬼 留学 机构 翻译 部俩 月 汽车 金融风险 部 实习 强车 企       半年 实习 无 论文,,,,7.5,9,7.5,6.5,6,,,,,,,,,,,,,
1909818,,211,财务管理,85/100,第一轮 截止 前 几天 申 的 雅思 成绩单 是 截止 后 一天 寄到 的 我 还 忐忑 了 半天 只 提供 了 几个 三等 的 奖学金 证明 一年 相关 工作 经验 学校 是 财经 之前 + 刷 出来 的 分 紧急 报 过去 昨天 状态 更新 为 论坛 讨论 的 推研 的 状态 今天 收到,,,,6.5,7.5,6.5,6,6,,,,,,,,,,720,50,37,
1909863,,兰州大学,国际贸易,3.0,,,,,,,,,,100,27,29,20,24,,,,,,,,
1909876,,211,信息管理与信息系统,89/100,,,,,6.5,7,7,5.5,6,,,,,,,,,,,,,
1909884,,,法学,GPA3.7/5 年级18/200,,,,,7,8.5,7,6,6,,,,,,,,,,,,,
1909898,,211,应用化学,3.76/5 50人排第三,有 一个 与 专业 无关 的 实习   校内 奖学金   社团 工作,,,,7,8.5,7.5,5.5,6,,,,,,,,,,,,,
1909891,Chemistry（化学）                    830,南开大学,化学,85/100 珠峰计划（伯苓班）,有机 方向 一篇 三作 已 发表 计算 方向 一篇 一作 一篇 二作 尚未 投稿 年夏于   参加   两个 月 年 秋 至 年 春于   交流 六个月 有 一封 国外 牛 推 相对 偏低 成绩 在 班级 排名 中 也 靠 后,,,,,,,,,106,30,27,22,27,325,157,168,3.5,,,,
1909864,,211,law,AA,小 本 二个 律所 一个 法院 实习 一个 水 论文 背景 各种 水 没有 什么 出彩 的 经历,,,,,,,,,104,30,28,22,24,,,,,,,,
1909945,,211,通信工程,GPA 85,两个 实习 一些 比赛,,,,6.5,6.5,7.5,6,5.5,,,,,,,,,,,,,
1909995,,211,英语、工商管理双学位,3.56/4.33,两个 水 实习 无牛 推 觉得 工商管理 的 双学位 一定 程度 上 弥补 了 我 跨专业 申请 的 劣势,,,,,,,,,,,,,,,,,,710,50,35,
1909913,,211 & 985,软件工程,85/100,,,,,7.0,8.0,7.5,6.5,6.0,,,,,,,,,,720,51,35,
1909990,,211 & 985,预防医学,85.42,科研 负责 过 一个 项目 一作 论文 已 通过 核心 刊物 的 外审 但 还 没 发表 活动 学院 学生会 部长 参加 过 很多 活动 获过 一些 校级 奖 没有 校级 以上 的 奖 推荐 个 教授 个 带 我 项目 个 任课老师,,,,7,7,8.5,6,6,,,,,,,,,,,,,
1909963,,,public health,3.87（WES）,,,,,,,,,,109,28,28,26,27,325,157,168,4,,,,
1909986,,,公共关系学,3.66/4.0,国家 广告 竞赛 银奖 其他 小 奖 若干 两段   实习 三好 奖学金 志愿者,,,,7,7.5,8,6,6,,,,,,,,,,,,,
1910002,,211 & 985,材料科学与工程,"88, ranking 2/10",,,,,7.5,9,8,7,6,,,,,,326,156,170,3,,,,
1909961,,211,公共关系学,GPA3.65，均分88+,实习 都 是 乙方 经历 坐标 上海 一个 小 的 本土 广告公司 文案 实习 ？ 反正 算   + 一个 小 的 法资 广告 策略 实习 + 一个     媒介 策划 实习 + 一个 的 品牌 咨询 公司   客户部 实习 前后 实习 也 有 一年 了 获奖 一个 国家级 公关 策划 赛 二等奖 小组 组长 一个 上海市 公关 策划 二等奖 一个 上海市 艺术 展演 大赛 设计 类 二等奖 港 中文 的 寄送 材料 中 也 提交 了 自己 编 的 一本 小小的 作品集 内有 平面设计 和 摄影 作品 若干,,,,7,6.5,8,6.5,6.5,,,,,,,,,,,,,
1909964,,The Chinese University of Hong Kong,Electronic Engineering,3.7/4,三个 水水 的 五百强 实习 大大小小 几个 奖学金 一个 电子设计 大赛 一等奖 有 副校长 和 华为 高管 的 推荐,,,,,,,,,,,,,,,,,,,,,
1910008,,北京师范大学,英语,3.62,,,,,7.5,8.5,9,6,6,,,,,,,,,,,,,
1910026,,,,,,,,,,,,,,,,,,,,,,,,,,
1910018,,北京第二外国语学院,翻译,,,,,,,,,,,,,,,,,,,,,,,
1910052,,,,,,,,,6.5,6.5,7,6.0,6.5,,,,,,,,,,,,,
1910081,,211 & 985,金融学,平均分84,手头 有 两个 打 酱油 的 实习 一个 券商 一个 信托 参加 过 一些 学术 比赛 拿过 大概 两三个 省级 全国 级 的 奖项 数学 基础 还 不错 参加 过美赛 打 酱油 二等奖 感觉 科大 是 比较 看重 本 和 两轮 面试 的 表现 的 进 了 面试 的 基本上 都 是 本 或者 美本 之类 然后 面试 刷人 挺 厉害 的 二面 是 技术 面 要求 学生 做 一个 准备 好 的 小 但 中途 教授 会 打断 问 问题,,,,,,,,,110,29,29,24,28,,,,,,,,
