,aid,sub,本科学校档次,本科专业,本科4.0绩点,本科4.3绩点,本科5.0绩点,本科均分,本科原始成绩,其他说明,研究生专业,研究生4.0绩点,研究生4.3绩点,研究生5.0绩点,研究生均分,研究生原始成绩,研究生学校档次,IELTS_Overall,IELTS_R,IELTS_L,IELTS_S,IELTS_W,TOEFL_Overall,TOEFL_R,TOEFL_L,TOEFL_S,TOEFL_W,GRE_Overall,GRE_V,GRE_Q,GRE_AW,GMAT_Overall,GMAT_Q,GMAT_V,LSAT
136,1892636,,双非,水土保持与荒漠化防治,3.11,3.04,3.11,81.1,3.11/4,实验室 划水 年 跟进 两个 实验 大创 省级 二等奖 实习 也 是 有 的 设计 公司 个 月,,,,,,,,6,6.5,6,6,5.5,,,,,,,,,,,,,
137,1892538,,,Cinema and Television,,,,,Above Average,组团 写过 一本 关于 中国 律师 的 书 并 拍摄 纪录片 在校 帮 法学 教授 做 过个 月 在 某 不 知名 律所 实习 做 涉外 商标 业务 以前 在 干过 一段时间 拍过 一些 七七八八 的 纪录片,Literary and Cultural Studies,,,,,Pass,,,,,,,114,29,29,27,29,,,,,,,,168.0
138,1892400,,双非,汉语言文学,3.95,3.76,3.95,89.5,89.5    2/271,人生 第一个 省级 优秀 毕业生 省级 学科 竞赛 校内 各种 奖学金 一些 学生 工作 三个 教育 实习 感觉 就 还 一般 月 下旬 申 的 了 雅思 写作 其他 这个 专业 好像 是 在 传说 中 的 环发 学院 ？ 均分 好 低 不 知道 曼大 的 教育 怎么样 感觉 很多 背景 很 一般 的 都 在 广发 四周 交磅 还 申 了 的 性别 文化传媒 等 教育 香港 也 申 了 教育 文学类 大家 觉得 这个 学校 和 专业 有交 定金 的 必要 嘛 谢谢 啦 家里 又 催 着 去 某 重点中学 应聘 权衡 中 … …,,,,,,,,7,8,8,6,6,,,,,,,,,,,,,
139,1892572,,211,环境科学,3.5,3.37,3.5,85,85/100,,,,,,,,,7.0,6.5,8.5,7.0,6.0,,,,,,,,,,,,,
140,1892965,,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,,,,,,,,,,,,,,,7.5,7.5,8.5,6.5,6.5,,,,,,,,,,,,,
141,1892818,,211 & 985,法学,3.66,3.72,3.9,89,3.66/4 89/100,,,,,,,,,7,6.5,8,6,7,,,,,,,,,,,,,
142,1892978,,University College Dublin 爱尔兰国立都柏林大学,市场营销,2.68,2.67,2.68,76.8,2.68/4.2,,,,,,,,,,,,,,,,,,,,,,,,,,
143,1893060,,双非,国际经济与贸易,3.6,3.46,3.6,86,86/100,,,,,,,,,7,8,7.5,6,5.5,,,,,,,,,,710,50,37,
144,1893177,,211,药物化学,3.0,2.94,3.0,80,80,个 实习 个强   一个 行业 内 外企 个 在 医院 个 在 大学 实验室 无 论文 无牛 推有 个 证书 和 个 相关 行业 内 证书,,,,,,,,,,,,,,,,,,,,,,,,,
145,1893025,,211,材料科学与工程,2.89,2.85,2.89,78.9,2.89,,,,,,,,,,,,,,84,25,19,19,21,308,161,147,2.5,,,,
146,1893075,,211,法学,,,,,LSAC评级为A,  三封 推荐信 两个 教授 一个 内所律 所 合伙人 不是 的 所,,,,,,,,,,,,,101,29,28,19,25,,,,,,,,
147,1893119,,,法学 德语,3.7,3.55,3.7,87,87/100，AA,,经济法,,,,,评级S,,,,,,,108,30,30,23,25,,,,,,,,
148,1893243,,双非,财务管理&金融学 双学位,3.1,3.03,3.1,81,81/100 29/130,台湾 交换 半年   四大行 实习   券商 实习   校 奖学金   创新 创业 省 立项   两次 商赛 经历,,,,,,,,6.5,7.5,7,6,6,,,,,,,,,,640,50,26,
149,1893107,,华东政法大学,法学,3.58,3.44,3.58,85.8,3.58/4.00,小 本院 学生会 主席 学生 活动 比较 多绩 点 渣 没什么 拿 得 出手 的 奖学金 和 学术 成果 推荐信 一封 是 上海 国际 仲裁 中心 某 老板 一封 是 某美帝 强 亚太 总 法务 教过 书 两位 给 我们 上 过 半年 一年 的 课 还有 一封 是 一个 法律 类 公益 组织 的 老板 写 的 私交 很 好 无 本校 的 学术 型 推荐信 无 实习 单位 推荐信 实习 的话 两个 还行 的 内 所 北上 一个   香港 目前 在 北京 不过 后 两个 实习 都 是 交完 申请 才 去 的 … … 这 两天 和 康村 收 的 有点 慌 给 还 没 拒 我 的 学校 更新 了 一下 简历 希望 有 帮助 感谢 华政 手册 感谢 我校 学长 学姐 们 以及 寄托 的 大家,,,,,,,,,,,,,105,29,27,23,26,,,,,,,,
150,1893279,,华东政法大学,国际经济法,3.37,3.26,3.37,83.7,3.37/4.00,所 实习   国际 实习   无 比赛   无强 推荐信   无     无 国外 交流   无 论文,,,,,,,,,,,,,112,28,29,27,28,,,,,,,,
151,1893250,,211,法学,,,,,3.54/4.5,一篇 论文 两次 法院 实习 公司 法务 部门 实习,,,,,,,,,,,,,,,,,,,,,,,,,
152,1893395,,211,行政管理,3.8,3.27,3.38,83.8,83.8,,,,,,,,,6.5,6,7,6,6.5,,,,,,,,,,,,,
153,1893362,,双非,国贸,2.47,3.16,3.25,82.47,82.47,工作 两年 无 其他 亮点 可言 了 ～,,,,,,,,7,8,7.5,6,5.5,,,,,,,,,,720,37,50,
154,1893422,,211 & 985,法学,3.6,3.46,3.6,86,86/100,个 实习 一个 外所 一个 内所 其余 是 酱油 无 论文 无牛 推 无 模拟 法庭,,,,,,,,,,,,,107,28,28,27,24,,,,,,,,
155,1893330,,哈尔滨工业大学,飞行器动力工程,,,,,,,AEROSPACE ENGINEERING,,,,,,DELFT UNIVERSITY OF TECHNOLOGY,,,,,,96,29,22,20,25,,,,,,,,
156,1893598,,双非,会计,3.58,3.44,3.58,85.8,85.8,三年 工作 经验 实习 推荐信,,,,,,,,,,,,,,,,,,,,,,,,,
157,1893747,,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,1893772,,211 & 985,法学,3.47,3.35,3.47,84.66,84.66,两次 实习 大 一律 所 一个月 大二 法院 两个 月 志愿者 两个 月 贸仲杯 参赛 代表 社团 会长 推荐人 都 是 副教授 但 挺 熟 的 一个 是 比赛 领队 一个 是 国经 和 国商 的 老师 奖学金 两次 大 一下 成绩 级排 第一,,,,,,,,7,8,7,7,6,,,,,,,,,,,,,
159,1893577,,双非,环境艺术设计,2.8,2.77,2.8,78,78/100,国内 读 了 环艺 的 本科 风景园林 的 硕士 本科 背景 是 双非 均分 硕士 院校 为 老八校 均分 一封 本科 班主任 推荐信 一封 实习 单位 领导 推荐信 一份 设计院 的 实习 证明 一份 工作 证明 雅思 分 还要 继续 考,风景园林,2.9,2.86,2.9,79,79/100,西安建筑科技大学,6,6.5,6,5.5,6,,,,,,,,,,,,,
160,1893850,,双非,Finance,3.3,3.2,3.3,83.0,3.3/4,,,,,,,,,6.5,7,7,6,6,,,,,,,,,,650,51,25,
161,1893779,,双非,传媒,3.4,3.29,3.4,84.0,3.4，3/192,拿过 优秀 班干部 奖学金 两次 国家 励志 奖学金 优秀 毕业生,,,,,,,,6.5,7,6.5,6.5,6,,,,,,,,,,,,,
162,1893847,,211 & 985,E-Commerce,3.58,3.45,3.58,85.82,加权平均85.82,个 互联网 实习 个 数模 二等 个 科研 经历 几个 校级 小 奖   交换 经历,,,,,,,,6.5,8.5,6,5.5,6,,,,,,,,,,,,,
163,1893802,,双非,学校,3.54,3.41,3.54,85.4,3.54,无 获奖 内所 实习 两个 推荐信 本科 导师 一封 律所 合伙人 两封,,,,,,,,,,,,,108,27,29,24,28,,,,,,,,
164,1893751,,华中科技大学,电信,3.58,3.44,3.58,85.8,3.58/4.0  3.86/4.0（Major GPA）,本科生   八月 就 开始 陶瓷 了 这 说明 陶瓷 很 重要 啊 有 木有 科研 有 两篇 国际 会议 一个 一作 一个 三作 第三篇 还 在 审 十月 左右 和 套 磁 的 导师 就面 了 下 之后 他 貌似 就 把 我 推 院里 了 在 之后 就是 漫长 的 等待 了 昨天 研 学院 的 提前 就 到 了 估计 是 陶瓷 的 老师 催得 紧太 了 有 木有,,,,,,,,,,,,,96,28,25,22,21,322,155,167,3.5,,,,
165,1893831,,中山大学,法学,3.3,3.2,3.3,83.0,3.3/5,,Child and Adolescent Development,3.7,3.55,3.7,87.0,3.7/4,Hong Kong Baptist University,7,7,7.5,6.5,6.5,,,,,,,,,,,,,
166,1893996,,,,,,,,,                               ,Finance,,,,,,,,,,,,,,,,,,,,,,,,
167,1894035,,211,英语语言文学,3.65,3.5,3.65,86.5,86.5%,大三 兰 卡斯特 大学 交换 一年 主修 语言学 兰卡 一 年均 分 差分 -,,,,,,,,7.5,8.5,8,6.5,6.5,,,,,,,,,,,,,
168,1894177,,双非,对外汉语,3.2,3.12,3.2,82,3.2 82加权平均分,推荐信 一封 是 香港浸会大学 的 老师 写得   另一封 是 学院 副 院长   平时 实习 很多   各种 助教 机会 还有 在 学校 教务处 实习 等,,,,,,,,6,6,6.5,5.5,6,,,,,,,,,,,,,
169,1894054,,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,HRM,3.5,3.37,3.5,85.0,3.5,,,,,,,,,7,8,7,6,6,,,,,,,,,,,,,
170,1893876,,211,景观学,3.7,3.55,3.7,87.0,3.7/4， rank 1,,,,,,,,,6.5,7.5,7,6,6,,,,,,,,,,,,,
171,1894263,,211,通信工程,3.5,3.37,3.5,85,85,,,,,,,,,6.5,6.5,7.5,6,5.5,,,,,,,,,,,,,
172,1894503,,211 & 985,控制,3.8,3.63,3.8,88,88,无无牛 推,,,,,,,,,,,,,102,29,23,24,26,,,,,,,,
173,1894500,,双非,英语,3.62,3.48,3.62,86.2,GPA 3.62/4.0,大学 若干 奖学金 和 荣誉称号 年 政府 工作 经验,,,,,,,,8,9,9,6.5,6.5,,,,,,,,,,,,,
174,1894443,,211,财政学,,,,,,,,,,,,,,7,8,8,6,6.5,,,,,,,,,,700,51,32,
175,1894565,,双非,,,,,,,,,,,,,,,,,,,,104,30,24,23,27,,,,,,,,
176,1894566,,,建筑学,3.53,3.4,3.53,85.3,3.53/4,国内 论文 发表 篇 校内 竞赛 市级 摄影 竞赛 校级 奖学金 若干 校内 社团 社长 等等,,,,,,,,6,6.5,6.5,6,5.5,,,,,,,,,,,,,
177,1894594,,211,法学,3.19,3.11,3.19,81.9,3.19,国家 奖学金 创业 过,,,,,,,,,,,,,,,,,,,,,,,,,
178,1894702,,211,Social Work,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,1898780,,211 & 985,econ,3.8,3.63,3.8,88,88,,,,,,,,,6.5,8,7,5.5,6,,,,,,,,,,,,,
180,1898639,,双非,法学,3.55,3.42,3.55,85.5,3.55,,,,,,,,,6.5,7.0,6.5,6.0,5.5,,,,,,,,,,,,,
181,1898560,,双非,自动化,2.5,3.16,3.25,82.5,82.5 23/174,有 专业 相关 实习 经验 和 省级 比赛 证书 找 的 正副 院长 写 的 推荐信,,,,,,,,6,5.5,6.5,6,5.5,,,,,,,,,,,,,
182,1899126,,211 & 985,,3.6,3.46,3.6,86.0,3.6,,,,,,,,,7,7.5,7.5,6,6,,,,,,,,,,,,,
183,1899194,,双非,建筑学,3.6,3.46,3.6,86.0,3.6/5.0,,,,,,,,,6.5,8.5,6.0,6.0,6.5,,,,,,,,,,,,,
184,1899181,,211,法学,3.63,3.49,3.63,86.3,3.63/4.00,论文 两篇 校 奖学金 若干 校内 活动 只有 法援 实习 是 两个 小所 + 一个 高院 推荐信 是 两个 教授 + 律所 合伙人,,,,,,,,,,,,,102,29,29,20,24,,,,,,,,
185,1898907,,,hrm,3.6,3.46,3.6,86,86,一等 奖学金 一个 校级 大创 两个 无 人力 实习 一个 社团活动 若干 暑期 交流 一个,,,,,,,,7,8.5,8.5,5.5,6,,,,,,,,,,,,,
186,1898792,,211,英语,3.37,3.26,3.37,83.7,3.37/4.0,,,,,,,,,7,7.5,7.5,6,6.5,,,,,,,,,,,,,
187,1899177,,211,Social Work,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,1899206,,211,,,,,,,,,,,,,,,,,,,,101,29,28,19,25,,,,,,,,
189,1899252,,南京大学,建筑学,,,,,GPA 4.2/5; 排名16/34,,,,,,,,,7.5,9,7.5,6.5,6.5,,,,,,,,,,,,,
190,1899241,,211 & 985,法学,3.62,3.48,3.62,86.2,3.62/4.00      17/134,,,,,,,,,,,,,,103,26,26,23,28,,,,,,,,
191,1899226,,双非,海商法,3.82,3.65,3.82,88.2,LSAC:S，3.82/4,,,,,,,,,7.5,8,9,7.5,6,100,27,27,22,24,,,,,,,,
192,1899288,,双非,物流管理,3.6,3.46,3.6,86.0,3.6 第一,,,,,,,,,6.5,8.0,6.5,6.0,6.0,,,,,,,,,,,,,
193,1899467,,,Business and Finance,,,,,荣誉学士 upper second class honour,,,,,,,,,,,,,,,,,,,,,,,,,,
194,1899370,,211,,,,,,,数模 一奖 某 大型 外企 研发 中心 相关 实习 实验室 份 研究 助理 几篇 水,,,,,,,,,,,,,,,,,,,,,,,,,
195,1899434,,211 & 985,城市规划,3.53,3.4,3.53,85.3,85.3,,,,,,,,,7.0,7.5,8.5,6.0,6.0,,,,,,,,,,,,,
196,1899369,,SEU,电子科学与技术,3.46,3.34,3.46,84.6,3.46/4,南京 日本早稻田大学 学术会议 论文 江苏 省级 项目 二等奖 校级 竞赛 小 奖 两个 深圳 三家 企业 实习 经历 拒绝 了 自己 本科 学校 的 研究生 说 起来 蛮 愧疚 的 我 深爱 我 的 母校,,,,,,,,,,,,,,,,,,,,,,,,,
197,1899284,,双非,物流管理,3.6,3.46,3.6,86.0,3.6 第一,,,,,,,,,6.5,8.0,6.5,6.0,6.0,,,,,,,,,,,,,
198,1899715,,211 & 985,法学,3.9,3.72,3.9,89.0,3.9/5.0,事迹 平平 两年 三等 奖学金 院 学生会 两年 中院 实习 一个 法律 诊所 勤工俭学 两年 台湾 交换 半年 无 论文 无司 考无 竞赛,,,,,,,,7.5,7.5,8.5,7.0,7.0,,,,,,,,,,,,,
199,1899693,,211 & 985,计算机科学与技术,4.0,3.84,4.04,90.38,90.38/100,一篇   几个 国家级 奖   省奖 木有   校奖 也 不 多,,,,,,,,,,,,,,,,,,,,,,,,,
200,1899579,,,金融双学位,3.66,3.51,3.66,86.6,GPA 3.66,去过       两个 小 实习 拿过 奖学金,,,,,,,,7.5,8.5,9,6.5,6,,,,,,,,,,710,50,36,
201,1899587,,211,数学与应用数学,3.3,3.2,3.3,83,83（算数）,,,,,,,,,,,,,,,,,,,,,,,,,,
202,1899692,,211 & 985,E-Commerce,3.53,3.4,3.53,85.33,加权平均85.33,个 互联网 实习 个 数模 二等 几个 校级 小 奖   交换 经历,,,,,,,,6.5,8.5,6,5.5,5.5,,,,,,,,,,,,,
203,1899576,,211,商务英语,3.4,3.29,3.4,84.0,3.4,教育 方面 经历 还 算 比较 多 月底 就让 答复 了 其他 学校 铁定 还 出不来 呀 可以 拖延 吗 求解,,,,,,,,,,,,,105,28,29,23,25,,,,,,,,
204,1899802,,双非,资源环境与城乡规划管理,3.8,3.63,3.8,88.0,3.8 排名第三,,,,,,,,,6.5,6.5,7,5.5,6,,,,,,,,,,,,,
205,1899803,,双非,英语,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,1900009,,双非,法学,,,,,Top1%,六年 律师 工作 经验 截止 到   内所外 所 都 有 内外 所 合伙人 各 一封 推荐信 本科 老师 一封 发文 一篇,,,,,,,,,,,,,,,,,,,,,,,,,
207,1899804,,,BA English (Linguistics),,,,,66%,,,,,,,,,,,,,,,,,,,,,,,,,,
208,1899931,,双非,新闻学,3.5,3.37,3.5,85,85,,,,,,,,,,,,,,,,,,,,,,,,,,
209,1899987,,211,电气工程,2.9,2.86,2.9,79,79,,,,,,,,,7,7.5,8,6,6,,,,,,,,,,,,,
210,1899923,,双非,生物工程,3.5,3.37,3.5,85,85/100,本科 双非 研究生 法硕 非法 本 外资 所 工作 两年 多 无 论文 推荐信 导师 教授 副 院长 律所 上司 以及 美国 合伙人 我 个人 背景 情况 和 推荐人 情况 可以 见 我 的 经验 贴,法律硕士,3.8,3.63,3.8,88,88/100；7/51,华东政法大学,,,,,,105,28,27,26,24,,,,,,,,
211,1899914,,双非,法学,,,,,top 6%,内所 实习 模拟 法庭 公派 交流 一篇 很水 的 论文,,,,,,,,,,,,,108,30,28,23,27,,,,,,,,
212,1900054,,211,英专,3.35,3.25,3.35,83.5,3.35/4.0 （大三出去访学所以绩点很低）,,,,,,,,,,,,,,,,,,,,,,,,,,
213,1900220,,211,景观学,3.7,3.55,3.7,87.0,3.7/4， rank 1,,,,,,,,,6.5,7.5,7,6,6,,,,,,,,,,,,,
214,1900069,,211 & 985,法学,3.7,3.55,3.7,87.0,"3.7/5, LSAC评级S,专业课不高从没拿过奖学金orz",无 论文 推荐信 一封 学院 院长 一封 合伙人 去 交换 过 一个 学期 三门 课 成绩 也 并 不好 实习 在 中级法院 和 准备 下周 的 贸仲 杯中 有过 法律 诊所 经验 无 奖学金 专业课 不高,,,,,,,,,,,,,112,29,27,27,29,,,,,,,,
215,1902021,,211,汉语言文学（师范）辅修英语,3.38,3.27,3.38,83.8,3.38/5.0,有 海外 支教 经历 三下乡 支教 经历 科研 立项 社会 语言学 项目 一个 瑞士 交换 经历 调研 比赛 奖项 若干,,,,,,,,6.5,7,7,6,6.5,,,,,,,,,,,,,
216,1908805,,211 & 985,自动化,3.50,3.37,3.5,85.0,3.50  17/245,科研活动 方面 还是 比较 积极 的 参加 过 电子设计 竞赛 和 国际 数学 建模 竞赛 也 都 得 过奖 有过 - 论文 但是 期刊论文 都 是 中文 的 没有 伤心 大四 的 时候 在 丹佛 大学 做过 交换 生 跟 导师 关系 很 好 而且 被 的 好 地理位置 和 优美环境 吸引,控制理论与控制工程,3.50,3.37,3.5,85.0,3.50  10/145,211 & 985,,,,,,101,24,30,22,25,326,158,168,3,,,,
217,1900072,,211 & 985,法学,3.7,3.55,3.7,87.0,"3.7/5, LSAC评级S",无 论文 推荐信 一封 学院 院长 一封 合伙人 去 交换 过 一个 学期 实习 在 中级法院 和 准备 下周 的 贸仲 杯中 有过 法律 诊所 经验 无 学校 奖学金 专业课 绩点 不高 ____________________________________ 更新,,,,,,,,,,,,,112,29,27,27,29,,,,,,,,
218,1900249,,211 & 985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,1900306,,华南农业大学,经济,3.7,3.55,3.7,87,87/100,,,,,,,,,6.5,7,7,5.5,5.5,,,,,,,,,,,,,
220,1908914,,双非,law,4.0,3.89,4.1,91,91/100，S,四 推荐 俩 院长 一 实习 一 工作 无 国外 交流 双学位 司考 辩论 国奖 学生会 水 活动 论文 篇 教授 一个,,,,,,,,,,,,,105,23,28,24,30,,,,,,,,
221,1908959,,双非,对外汉语,3.2,3.12,3.2,82,3.2 82加权平均分,推荐信 一封 是 香港浸会大学 的 老师 写得   另一封 是 学院 副 院长   平时 实习 很多   各种 助教 机会 还有 在 学校 教务处 实习 等,,,,,,,,6,6,6.5,5.5,6,,,,,,,,,,,,,
222,1908986,,211,应用心理学,3.51,3.61,3.78,87.79,87.79/100 GPA3.51,个人 背景 大二 开始 运营 电影 平台 写 在 里 没有 写   写 了 几十篇 影评                                   两个 经历   人权 方向 实习 和 志愿 不过 没有 写 在 里                                 发表 影评 两篇 报纸 和 网络 上 的 专栏 有 稿费                                 电影 公司 实习 半年 左右 一个月 全职 剩下 兼职 写 在                                 大二 拍过 微 电影 没有 写                                 市级 英语口语 比赛 奖   校级 征文 大赛 特等奖   优秀学生 奖学金 神马 的   优秀 志愿者   优秀学生 干部   后 两个 未 体现 课程 我们 学过 东方 哲学 和 西方哲学 选修 过 大学 影视 其它 就是 专业课 可能 他们 认为 无 相关 罢,,,,,,,,7,7.5,8.5,6.5,6.0,,,,,,,,,,,,,
223,1908888,,211 & 985,人力资源管理,3.76,3.81,4.0,90,3.76/4(均分90)，4th,暑期 学校 咨询 公司 相关 实习 竞赛 获奖 年 校级 奖学金,,,,,,,,7,7.5,8.5,6.5,5.5,,,,,,,,,,710,50,35,
224,1908990,,,,3.4,3.29,3.4,84,84,,,,,,,,,,,,,,,,,,,,,,,,,,
225,1909106,,双非,法学,3.4,3.29,3.4,84,84,,,,,,,,,,,,,,97,27,26,20,21,,,,,,,,
226,1909041,,双非,,3.59,3.45,3.59,85.9,3.59/4.00,,,,,,,,,,,,,,,,,,,,,,,,,,
227,1909099,,211 & 985,法学,3.8,3.63,3.8,88.0,3.8,成绩 算 年级 中 上 法院 律所 两份 实习 过司 考 一次 科研项目 经历,,,,,,,,7,7.5,"7,5",6,6.5,,,,,,,,,,,,,
228,1909108,,211 & 985,Environmental Science,3.74,3.58,3.74,87.4,"87.4,6/50",,,,,,,,,6.5,9.0,6.5,5.5,5.5,,,,,,,,,,,,,
229,1909043,,211 & 985,information engineering,3.43,3.32,3.43,84.34,84.34/100,无 无 竞赛 无 牛腿 水过 实习 水过 实验室,,,,,,,,6.5,7,7,6,6.5,,,,,,,,,,,,,
230,1909131,,211,英语语言文学,3.65,3.5,3.65,86.5,86.5%,大三 兰 卡斯特 大学 交换 一年 主修 语言学 兰卡 一 年均 分 差分 -,,,,,,,,7.5,8.5,8,6.5,6.5,,,,,,,,,,,,,
231,1909203,,211 & 985,金融,,,,,,,,,,,,,,7.0,7.5,8.0,6.0,6.5,,,,,,,,,,700,51,31,
232,1909236,,双非,,,,,,,非 的 小本 平均分 年 + 工作 经验 大 数据 和 云 计算 方面,,,,,,,,,,,,,,,,,,,,,,,,,
233,1909116,,东京大学,Economics,3.4,3.29,3.4,84.0,3.4/4,,,,,,,,,,,,,,108,29,26,26,27,,,,,710,50,35,
234,1909241,,211,汉语言文学（师范）辅修英语,3.38,3.27,3.38,83.8,3.38/5.0,有 海外 支教 经历 三下乡 支教 经历 科研 立项 社会 语言学 项目 一个 瑞士 交换 经历 调研 比赛 奖项 若干,,,,,,,,6.5,7,7,6,6.5,,,,,,,,,,,,,
235,1909292,,211 & 985,法学（民商方向）,3.52,3.39,3.52,85.2,3.52/4.00,,,,,,,,,,,,,,101,26,28,22,25,,,,,,,,
236,1909302,,华南农业大学,经济,3.7,3.55,3.7,87,87/100,,,,,,,,,6.5,7,7,5.5,5.5,,,,,,,,,,,,,
237,1909333,,双非,国贸,2.47,3.16,3.25,82.47,82.47,工作 两年 无 其他 亮点 可言 了 ～,,,,,,,,7,8,7.5,6,5.5,,,,,,,,,,720,37,50,
238,1909276,,双非,工商管理,3.5,3.37,3.5,85.0,3.5/4,,,,,,,,,7.5,8.5,8.0,6.0,6.5,,,,,,,,,,720,49,38,
239,1909281,,双非,海商法,3.82,3.65,3.82,88.2,LSAC:S，3.82/4,,,,,,,,,7.5,8,9,7.5,6,100,27,27,22,24,,,,,,,,
240,1909313,,211,新闻学,3.8,3.63,3.8,88,88,个 有点 乱 的 实习 经历 新华社 电视台 环保 和 一个 智库,,,,,,,,7,8,7,6,6,,,,,,,,,,,,,
241,1909397,,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,1909327,,北京师范大学,统计学/数学与应用数学,4.0,3.81,4.0,90,90,数学 建模 竞赛 美赛 一奖次 国赛 一奖次 十佳 大学生   校友 奖学金   都 是 前 的 奖学金   还有 奖学金 若干 实习   咨询 公司 个 拿 了 个 年度 优秀员工   国家级 蓝皮书 署名     次 实践   拿 了 国家级 奖等个 奖项 项 科研   院 会 主席   院团委 副 书记   数学 刊物 主编   班长   社团 社长   创办 了 一个 公司 和 一个 社团   挑战杯 创业 比赛 商赛 成绩 还 可以 统计师 双证 齐全   证券 从业   会计 从业   准 精算师 … … 还有 杂七杂八 的 东西 … … 大约 这样,,,,,,,,7,8.5,7.5,5.5,7,,,,,,,,,,690,51,32,
243,1909326,,双非,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,1909329,,双非,金融,2.6,2.6,2.6,76,算术平均76,,,,,,,,,,,,,,,,,,,,,,,,,,
245,1909419,,双非,英语,3.61,3.47,3.61,86.1,86.1 100分制,,,,,,,,,7,7,8,6,6,,,,,,,,,,,,,
246,1909414,,双非,机械,2.9,2.86,2.9,79,79%,一些 软件 的 水 项目 和 一个 软件 公司 的 实习 一次 奖学金 两个 专利,,,,,,,,6.6,6.5,6.5,6,6,,,,,,,,,,,,,
247,1909402,,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,计算机,3.6,3.46,3.6,86.0,3.6/4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
248,1909401,,北京第二外国语学院,翻译,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,1909358,,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,英语,3.24,3.15,3.24,82.4,GPA 3.24,英语专业 嘛 本科 期间 没有 什么 学术 可言 成绩 也 一般 还好 学校 背景 还 挺 好 的 只 在 里 有 提到 我 参加 了 学校 的 辩论 队 毕业 后 至今 年 多 一直 在 国内 某 知名 房企 工作 从 住宅 到 商业 都 有 涉及 跟 报 的 专业 契合 度 比较 高 所以 这 可能 是 最大 的 加 分项 吧,,,,,,,,7.5,9,9,6.5,6,,,,,,,,,,,,,
250,1909580,,211 & 985,人力资源管理,3.76,3.81,4.0,90,3.76/4(均分90)，4th,暑期 学校 咨询 公司 相关 实习 竞赛 获奖 年 校级 奖学金,,,,,,,,7,7.5,8.5,6.5,5.5,,,,,,,,,,710,50,35,
251,1909622,,211,国际商务，金融二学位,3.27,3.32,3.44,84.4,3.27 84.4%,,,,,,,,,6.5,7.5,6.5,6,5.5,,,,,,,,,,,,,
252,1909645,,,经济,3.81,3.64,3.81,88.1,3.81/5,有 两个 文化 类 实习,,,,,,,,6.5,7,7,5.5,6,,,,,,,,,,,,,
253,1909499,,211,应用心理学,3.51,3.61,3.78,87.79,87.79/100 GPA3.51,个人 背景 大二 开始 运营 电影 平台 写 在 里 没有 写   写 了 几十篇 影评                                   两个 经历   人权 方向 实习 和 志愿 不过 没有 写 在 里                                 发表 影评 两篇 报纸 和 网络 上 的 专栏 有 稿费                                 电影 公司 实习 半年 左右 一个月 全职 剩下 兼职 写 在                                 大二 拍过 微 电影 没有 写                                 市级 英语口语 比赛 奖   校级 征文 大赛 特等奖   优秀学生 奖学金 神马 的   优秀 志愿者   优秀学生 干部   后 两个 未 体现 课程 我们 学过 东方 哲学 和 西方哲学 选修 过 大学 影视 其它 就是 专业课,,,,,,,,7,7.5,8.5,6.5,6.0,,,,,,,,,,,,,
254,1909617,,211,金融,3.9,3.72,3.9,89.0,3.9/5,大 挑国赛 一等奖 奖学金 若干 两个 实习,,,,,,,,7.5,8,9,7,6,,,,,,,,,,740,51,39,
255,1909710,,双非,汉语言文学,3.95,3.76,3.95,89.5,89.5    2/271,排名 省级 优秀 毕业生 两个 省级 学科 竞赛 校内 各种 奖学金 一些 学生 工作 师范类 学校 三个 教育 实习,,,,,,,,7,8,8,6,6,,,,,,,,,,,,,
256,1909430,,CUPL,法学,3.75,3.29,3.4,84,3.75/6.50  84/100,楼主 过司 考 但 申 的 时候 司考 成绩 还 没 出来 所以 也 就 没有 提交 本科 社团活动 若干 基层 法院 实习 高院 实习 学校 诊所 实习 各 一份 无 论文 无 竞赛,,,,,,,,6.5,6.0,7.5,6.0,6.0,,,,,,,,,,,,,
257,1909449,,211,信息安全,3.7,3.55,3.7,87,87+,,,,,,,,,7,7.5,7.5,6.5,6,,,,,,,,,,,,,
